#show log messages | last 200 | no-more

Nov  2 14:30:00 vMX-NAPALM newsyslog[12191]: logfile turned over due to size>1024K
Nov  7 11:47:47  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3769, status 0: Bad file descriptor
Nov  7 11:47:47  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3770, status 0: Unknown error: 0
Nov  7 11:47:47  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3771, status 0: Invalid argument
Nov  7 11:47:47  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3772, status 0: Invalid argument
Nov  7 11:47:48  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3775, status 0: Invalid argument
Nov  7 11:47:48  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3776, status 0: Bad file descriptor
Nov  7 11:47:48  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3777, status 0: Bad file descriptor
Nov  7 11:47:48  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3778, status 0: Bad file descriptor
Nov  7 11:47:48  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3780, status 0: Bad file descriptor
Nov  7 11:47:48  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3781, status 0: Bad file descriptor
Nov  7 11:47:49  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3784, status 0: Bad file descriptor
Nov  7 11:47:49  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3785, status 0: Bad file descriptor
Nov  7 11:47:49  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3787, status 0: Bad file descriptor
Nov  7 11:47:49  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3788, status 0: Bad file descriptor
Nov  7 11:47:49  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3790, status 0: Bad file descriptor
Nov  7 11:47:49  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3791, status 0: No such file or directory
Nov  7 11:47:49  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3793, status 0: No such file or directory
Nov  7 11:47:49  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3794, status 0: Bad file descriptor
Nov  7 11:47:50  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3795, status 0: Unknown error: 0
Nov  7 11:47:50  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3796, status 0: Bad file descriptor
Nov  7 11:47:50  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3800, status 0: Bad file descriptor
Nov  7 11:47:50  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3801, status 0: Bad file descriptor
Nov  7 11:47:50  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3802, status 0: Unknown error: 0
Nov  7 11:47:50  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3803, status 0: Unknown error: 0
Nov  7 11:47:50  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3806, status 0: Invalid argument
Nov  7 11:47:50  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3807, status 0: Invalid argument
Nov  7 11:47:50  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3809, status 0: Invalid argument
Nov  7 11:47:50  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3810, status 0: No such file or directory
Nov  7 11:47:51  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3811, status 0: Unknown error: 0
Nov  7 11:47:51  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3812, status 0: Unknown error: 0
Nov  7 11:47:51  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3814, status 0: Unknown error: 0
Nov  7 11:47:51  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3815, status 0: Unknown error: 0
Nov  7 11:47:51  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3817, status 0: Invalid argument
Nov  7 11:47:51  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3818, status 0: Bad file descriptor
Nov  7 11:47:51  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3819, status 0: Bad file descriptor
Nov  7 11:47:51  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3820, status 0: Bad file descriptor
Nov  7 11:47:51  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3821, status 0: Bad file descriptor
Nov  7 11:47:52  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3822, status 0: Bad file descriptor
Nov  7 11:47:52  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3823, status 0: Bad file descriptor
Nov  7 11:47:52  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3824, status 0: Bad file descriptor
Nov  7 11:47:52  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3825, status 0: Bad file descriptor
Nov  7 11:47:52  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3826, status 0: Bad file descriptor
Nov  7 11:47:52  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3827, status 0: Bad file descriptor
Nov  7 11:47:52  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3828, status 0: Bad file descriptor
Nov  7 11:47:53  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3829, status 0: Bad file descriptor
Nov  7 11:47:53  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3830, status 0: Bad file descriptor
Nov  7 11:47:53  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3831, status 0: Bad file descriptor
Nov  7 11:47:53  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3832, status 0: Bad file descriptor
Nov  7 11:47:53  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3833, status 0: Unknown error: 0
Nov  7 11:47:53  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3834, status 0: Bad file descriptor
Nov  7 11:47:53  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3835, status 0: Bad file descriptor
Nov  7 11:47:53  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3836, status 0: Bad file descriptor
Nov  7 11:47:54  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3837, status 0: Bad file descriptor
Nov  7 11:47:54  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3838, status 0: Bad file descriptor
Nov  7 11:47:54  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3839, status 0: Bad file descriptor
Nov  7 11:47:54  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3840, status 0: Bad file descriptor
Nov  7 11:47:54  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3842, status 0: Unknown error: 0
Nov  7 11:47:54  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3843, status 0: Unknown error: 0
Nov  7 11:47:54  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3845, status 0: Unknown error: 0
Nov  7 11:47:54  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3846, status 0: Unknown error: 0
Nov  7 11:47:55  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3848, status 0: Invalid argument
Nov  7 11:47:55  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3849, status 0: No such file or directory
Nov  7 11:47:55  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3850, status 0: No such file or directory
Nov  7 11:47:55  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3851, status 0: Unknown error: 0
Nov  7 11:47:55  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3852, status 0: Invalid argument
Nov  7 11:48:25  vMX-NAPALM rpd[2521]: BGP_CONNECT_FAILED: bgp_connect_start: connect 10.0.0.1 (Internal AS 1): No route to host
Nov  7 11:48:25  vMX-NAPALM rpd[2521]: : No route to host
Nov  7 11:50:53  vMX-NAPALM rpd[2521]: BGP_CONNECT_FAILED: bgp_connect_start: connect 10.0.0.1 (Internal AS 1): No route to host
Nov  7 11:50:53  vMX-NAPALM rpd[2521]: : No route to host
Nov  7 11:53:21  vMX-NAPALM rpd[2521]: BGP_CONNECT_FAILED: bgp_connect_start: connect 10.0.0.1 (Internal AS 1): No route to host
Nov  7 11:53:21  vMX-NAPALM rpd[2521]: : No route to host
Nov  7 11:54:48  vMX-NAPALM sshd[3896]: Accepted password for napalm from 192.168.223.1 port 60710 ssh2
Nov  7 11:54:48  vMX-NAPALM sshd[3896]: subsystem request for netconf by user napalm
Nov  7 11:54:48  vMX-NAPALM sshd[3896]: subsystem request for netconf failed, subsystem not found
Nov  7 11:54:49  vMX-NAPALM file[3898]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3900, status 0: Message too long
Nov  7 11:54:49  vMX-NAPALM file[3898]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3901, status 0: Message too long
Nov  7 11:54:49  vMX-NAPALM file[3898]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3902, status 0: Bad file descriptor
Nov  7 11:54:49  vMX-NAPALM file[3898]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3903, status 0: Bad file descriptor
Nov  7 11:54:49  vMX-NAPALM file[3898]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3904, status 0: Bad file descriptor
Nov  7 11:54:49  vMX-NAPALM file[3898]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3905, status 0: Unknown error: 0
Nov  7 11:54:49  vMX-NAPALM file[3898]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3906, status 0: Invalid argument


